"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
1002231,"     C/2005 D1 (SOHO)","2005 D1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453425.1,53425,2005-02-23.6,J2000,1.0000,,0.047,121.76,284.06,16.46,,,,2453425.14,2005-02-23.6,,,,,,,,,,,,,,,,,,PAR,,0,2005-02-23,2005-02-23,8,,,,,T,,,,,,,,
1002232,"     C/2005 D2 (SOHO)","2005 D2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453424.2,53424,2005-02-22.6,J2000,1.0000,,0.007,144.99,3.06,78.63,,,,2453424.18,2005-02-22.6,,,,,,,,,,,,,,,,,,PAR,,0,2005-02-22,2005-02-22,14,,,,,T,,,,,,,,
1002233,"     C/2005 D3 (SOHO)","2005 D3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453424.7,53424,2005-02-23.2,J2000,1.0000,,0.007,144.22,355.24,72.28,,,,2453424.73,2005-02-23.2,,,,,,,,,,,,,,,,,,PAR,,0,2005-02-22,2005-02-22,21,,,,,T,,,,,,,,
1002234,"     C/2005 D4 (SOHO)","2005 D4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453428.5,53428,2005-02-26.9,J2000,1.0000,,0.005,144.28,0.75,79.94,,,,2453428.49,2005-02-26.9,,,,,,,,,,,,,,,,,,PAR,,0,2005-02-26,2005-02-26,14,,,,,T,,,,,,,,
1002235,"     C/2005 D5 (SOHO)","2005 D5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453429.4,53429,2005-02-27.9,J2000,1.0000,,0.006,143.74,357.61,77.83,,,,2453429.42,2005-02-27.9,,,,,,,,,,,,,,,,,,PAR,,1,2005-02-26,2005-02-27,45,,,,,T,,,,,,,,
1000559,"     P/2005 E1 (Tubbiolo)","2005 E1",Tubbiolo,P,,,0,,,10.7,13.8,10.,5.,0.03,,,,,,,,,,,,,"JPL 13",2453455.5,53455,2005-03-26.0,J2000,0.3847,7.225,4.445,5.15,4.42,170.79,0.39,10.01,0.05075,2453447.74,2005-03-18.2,7.09e+03,19.4,3.45,1.34e+03,0.414,2.89,3.0e-04,2.2e-03,8.5e-04,2.6e-03,4.3e-03,2.1e-01,8.8e-02,3.0e-03,2.3e-05,1.7e+00,3.2e+00,JFc,"Otto Matic",67,2005-03-03,2005-05-09,61,,,5,.74616,,,,,,,,,
1000560,"     C/2005 E2 (McNaught)","2005 E2",McNaught,C,,,0,,,9.2,11.0,7.25,5.,0.03,,,,,,,,,,,,,"JPL 85",2453864.5,53864,2006-05-09.0,J2000,1.0001,-1.094e+04,1.520,16.99,347.85,39.97,0.00,,8.614e-07,2453789.97,2006-02-23.4,,,0.563,219,0.559,,1.7e-06,1.3e+02,6.3e-07,2.0e-05,5.3e-05,5.4e-05,1.2e-06,,1.6e-08,6.2e-05,,HYP,"Otto Matic",1087,2005-03-12,2008-03-03,1317,,,,.70743,,,,,,,,,
1002236,"     C/2005 E3 (SOHO)","2005 E3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453436.5,53436,2005-03-06.9,J2000,1.0000,,0.005,140.29,343.12,77.96,,,,2453436.46,2005-03-06.9,,,,,,,,,,,,,,,,,,PAR,,0,2005-03-06,2005-03-06,5,,,,,T,,,,,,,,
1002237,"     C/2005 E4 (SOHO)","2005 E4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453440.0,53440,2005-03-10.5,J2000,1.0000,,0.049,26.43,80.60,22.24,,,,2453440.04,2005-03-10.5,,,,,,,,,,,,,,,,,,PAR,,1,2005-03-10,2005-03-11,29,,,,,T,,,,,,,,
1002238,"     C/2005 E5 (SOHO)","2005 E5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453442.1,53442,2005-03-12.6,J2000,1.0000,,0.005,144.41,359.09,80.02,,,,2453442.14,2005-03-12.6,,,,,,,,,,,,,,,,,,PAR,,1,2005-03-11,2005-03-12,17,,,,,T,,,,,,,,
1002239,"     C/2005 E6 (SOHO)","2005 E6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453444.7,53444,2005-03-15.1,J2000,1.0000,,0.005,144.09,359.69,78.80,,,,2453444.69,2005-03-15.1,,,,,,,,,,,,,,,,,,PAR,,2,2005-03-13,2005-03-15,46,,,,,T,,,,,,,,
1002240,"     C/2005 E7 (SOHO)","2005 E7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453444.4,53444,2005-03-14.9,J2000,1.0000,,0.005,139.37,331.02,63.07,,,,2453444.43,2005-03-14.9,,,,,,,,,,,,,,,,,,PAR,,0,2005-03-14,2005-03-14,13,,,,,T,,,,,,,,
1002241,"     C/2005 E8 (SOHO)","2005 E8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453445.3,53445,2005-03-15.8,J2000,1.0000,,0.005,144.30,0.86,81.33,,,,2453445.32,2005-03-15.8,,,,,,,,,,,,,,,,,,PAR,,1,2005-03-14,2005-03-15,15,,,,,T,,,,,,,,
1002242,"     C/2005 E9 (SOHO)","2005 E9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453444.8,53444,2005-03-15.2,J2000,1.0000,,0.005,143.53,358.70,89.31,,,,2453444.78,2005-03-15.2,,,,,,,,,,,,,,,,,,PAR,,1,2005-03-14,2005-03-15,5,,,,,T,,,,,,,,
1000565,"     C/2005 EL173 (LONEOS)","2005 EL173",LONEOS,C,,,0,,,7.7,11.5,9.25,5.,0.03,,,,,,,,,,,,,"JPL 55",2453917.5,53917,2006-07-01.0,J2000,1.0032,-1221,3.886,130.68,344.79,261.49,-0.01,,2.311e-05,2454165.40,2007-03-05.8,,,3.31,1.29e+03,0.967,,3.7e-06,1.4e+00,1.7e-06,1.9e-05,1.9e-05,5.1e-05,9.9e-06,,4.0e-08,3.6e-04,,HYP,"Otto Matic",1355,2005-03-03,2008-11-17,314,,,,.67274,,,,,,,,,
1002243,"     C/2005 F1 (SOHO)","2005 F1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453447.7,53447,2005-03-18.1,J2000,1.0000,,0.005,144.16,359.66,76.58,,,,2453447.67,2005-03-18.1,,,,,,,,,,,,,,,,,,PAR,,0,2005-03-17,2005-03-17,44,,,,,T,,,,,,,,
1002244,"     C/2005 F2 (SOHO)","2005 F2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453448.8,53448,2005-03-19.3,J2000,1.0000,,0.007,144.20,359.46,73.01,,,,2453448.82,2005-03-19.3,,,,,,,,,,,,,,,,,,PAR,,1,2005-03-18,2005-03-19,25,,,,,T,,,,,,,,
1002245,"     C/2005 F3 (SOHO)","2005 F3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453457.9,53457,2005-03-28.3,J2000,1.0000,,0.005,143.96,350.21,76.99,,,,2453457.85,2005-03-28.3,,,,,,,,,,,,,,,,,,PAR,,0,2005-03-28,2005-03-28,9,,,,,T,,,,,,,,
1002246,"     C/2005 F4 (SOHO)","2005 F4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453458.6,53458,2005-03-29.1,J2000,1.0000,,0.007,144.14,1.21,76.21,,,,2453458.64,2005-03-29.1,,,,,,,,,,,,,,,,,,PAR,,0,2005-03-28,2005-03-28,16,,,,,T,,,,,,,,
1002247,"     C/2005 F5 (SOHO)","2005 F5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453458.5,53458,2005-03-28.9,J2000,1.0000,,0.005,144.09,0.74,79.67,,,,2453458.49,2005-03-28.9,,,,,,,,,,,,,,,,,,PAR,,0,2005-03-28,2005-03-28,12,,,,,T,,,,,,,,
1000561,"     C/2005 G1 (LINEAR)","2005 G1",LINEAR,C,,,0,,,7.5,11.7,10.25,5.,0.03,,,,,,,,,,,,,"JPL 32",2453599.5,53599,2005-08-17.0,J2000,0.9997,1.881e+04,4.961,108.41,299.59,113.81,360.00,37606.37,3.822e-07,2453793.77,2006-02-27.2,9.42e+08,2.58e+06,4.44,1.73e+03,1.42,-0.872,1.2e-05,8.4e+02,9.2e-06,2.4e-05,5.2e-05,2.1e-04,5.0e-06,1.7e+03,2.6e-08,1.8e-03,6.3e+07,COM,"Otto Matic",719,2005-03-22,2007-03-11,287,,,,.63118,,,,,,,,,
1002248,"     C/2005 G2 (SOHO)","2005 G2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453474.8,53474,2005-04-14.2,J2000,1.0000,,0.049,26.84,80.69,23.53,,,,2453474.76,2005-04-14.2,,,,,,,,,,,,,,,,,,PAR,,1,2005-04-13,2005-04-14,33,,,,,T,,,,,,,,
1002249,"     C/2005 G3 (SOHO)","2005 G3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453465.3,53465,2005-04-04.7,J2000,1.0000,,0.009,136.42,334.27,57.03,,,,2453465.26,2005-04-04.7,,,,,,,,,,,,,,,,,,PAR,,1,2005-04-03,2005-04-04,26,,,,,T,,,,,,,,
1002250,"     C/2005 G4 (SOHO)","2005 G4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453469.0,53469,2005-04-08.5,J2000,1.0000,,0.005,144.19,350.04,79.88,,,,2453469.04,2005-04-08.5,,,,,,,,,,,,,,,,,,PAR,,0,2005-04-08,2005-04-08,7,,,,,T,,,,,,,,
1002251,"     C/2005 G5 (SOHO)","2005 G5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453470.8,53470,2005-04-10.2,J2000,1.0000,,0.005,143.61,3.14,81.54,,,,2453470.79,2005-04-10.2,,,,,,,,,,,,,,,,,,PAR,,1,2005-04-09,2005-04-10,7,,,,,T,,,,,,,,
1002252,"     C/2005 G6 (SOHO)","2005 G6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453472.5,53472,2005-04-12.0,J2000,1.0000,,0.005,144.05,0.57,78.85,,,,2453472.55,2005-04-12.0,,,,,,,,,,,,,,,,,,PAR,,0,2005-04-11,2005-04-11,11,,,,,T,,,,,,,,
1002253,"     C/2005 G7 (SOHO)","2005 G7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453475.0,53475,2005-04-14.5,J2000,1.0000,,0.005,143.44,2.54,80.23,,,,2453475.03,2005-04-14.5,,,,,,,,,,,,,,,,,,PAR,,0,2005-04-14,2005-04-14,9,,,,,T,,,,,,,,
1000563,"     C/2005 H1 (LINEAR)","2005 H1",LINEAR,C,,,0,,,12.9,,4.5,,,,,,,,,,,,,,,"JPL 23",2453518.5,53518,2005-05-28.0,J2000,0.8969,46.26,4.769,81.51,71.49,95.21,0.66,87.76,0.003132,2453307.03,2004-10-28.5,1.15e+05,315,4.55,1.77e+03,2.16,0.502,9.1e-05,4.2e-02,1.7e-04,8.0e-04,1.2e-03,6.5e-03,9.8e-04,8.0e-02,4.3e-06,4.6e-02,1.6e+02,COM,"Otto Matic",148,2005-04-30,2005-09-25,169,,,4,.72635,,,,,,,,,
1002254,"     C/2005 H2 (SOHO)","2005 H2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453478.3,53478,2005-04-17.8,J2000,1.0000,,0.036,78.83,72.43,58.78,,,,2453478.31,2005-04-17.8,,,,,,,,,,,,,,,,,,PAR,,0,2005-04-17,2005-04-17,13,,,,,T,,,,,,,,
1002255,"     C/2005 H3 (SOHO)","2005 H3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453483.2,53483,2005-04-22.7,J2000,1.0000,,0.005,143.82,2.45,80.54,,,,2453483.20,2005-04-22.7,,,,,,,,,,,,,,,,,,PAR,,1,2005-04-21,2005-04-22,32,,,,,T,,,,,,,,
1002256,"     C/2005 H4 (SOHO)","2005 H4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453482.8,53482,2005-04-22.3,J2000,1.0000,,0.005,143.18,2.71,80.90,,,,2453482.82,2005-04-22.3,,,,,,,,,,,,,,,,,,PAR,,1,2005-04-21,2005-04-22,5,,,,,T,,,,,,,,
1002257,"     C/2005 H5 (SOHO)","2005 H5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453485.7,53485,2005-04-25.2,J2000,1.0000,,0.005,144.13,8.18,85.94,,,,2453485.73,2005-04-25.2,,,,,,,,,,,,,,,,,,PAR,,0,2005-04-24,2005-04-24,9,,,,,T,,,,,,,,
1002258,"     C/2005 H6 (SOHO)","2005 H6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453485.9,53485,2005-04-25.3,J2000,1.0000,,0.005,138.19,309.11,46.95,,,,2453485.88,2005-04-25.3,,,,,,,,,,,,,,,,,,PAR,,0,2005-04-25,2005-04-25,6,,,,,T,,,,,,,,
1002259,"     C/2005 H7 (SOHO)","2005 H7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453486.1,53486,2005-04-25.6,J2000,1.0000,,0.013,73.07,354.66,125.91,,,,2453486.10,2005-04-25.6,,,,,,,,,,,,,,,,,,PAR,,0,2005-04-25,2005-04-25,11,,,,,T,,,,,,,,
1002260,"     C/2005 H8 (SOHO)","2005 H8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453487.1,53487,2005-04-26.6,J2000,1.0000,,0.005,145.75,0.59,84.31,,,,2453487.15,2005-04-26.6,,,,,,,,,,,,,,,,,,PAR,,0,2005-04-26,2005-04-26,8,,,,,T,,,,,,,,
1002261,"     C/2005 H9 (SOHO)","2005 H9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453489.5,53489,2005-04-29.0,J2000,1.0000,,0.035,73.54,73.96,57.77,,,,2453489.53,2005-04-29.0,,,,,,,,,,,,,,,,,,PAR,,1,2005-04-28,2005-04-29,15,,,,,T,,,,,,,,
1000566,"     C/2005 J2 (Catalina)","2005 J2",Catalina,C,,,0,,,9.0,,10.0,,,,,,,,,,,,,,,"JPL 6",2453515.5,53515,2005-05-25.0,J2000,1.0000,-4.333e+11,4.287,150.80,33.37,199.64,0.00,,3.455e-18,2453464.79,2005-04-04.2,,,3.3,1.29e+03,0.891,,1.9e-03,8.3e+19,5.5e-04,6.0e-03,6.5e-03,9.1e-02,5.1e-08,,1.0e-09,4.9e+04,,HYP,"Otto Matic",234,2005-05-12,2006-01-01,65,,,,1.0922,T,,,,,,,,
1002262,"     C/2005 J3 (SOHO)","2005 J3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453493.8,53493,2005-05-03.2,J2000,1.0000,,0.005,144.25,0.41,79.60,,,,2453493.78,2005-05-03.2,,,,,,,,,,,,,,,,,,PAR,,1,2005-05-02,2005-05-03,8,,,,,T,,,,,,,,
1002263,"     C/2005 J4 (SOHO)","2005 J4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453496.7,53496,2005-05-06.1,J2000,1.0000,,0.005,146.70,356.52,80.85,,,,2453496.67,2005-05-06.1,,,,,,,,,,,,,,,,,,PAR,,0,2005-05-05,2005-05-05,8,,,,,T,,,,,,,,
1002264,"     C/2005 J5 (SOHO)","2005 J5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453499.9,53499,2005-05-09.4,J2000,1.0000,,0.005,144.14,12.30,88.84,,,,2453499.91,2005-05-09.4,,,,,,,,,,,,,,,,,,PAR,,1,2005-05-08,2005-05-09,18,,,,,T,,,,,,,,
1002265,"     C/2005 J6 (SOHO)","2005 J6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453501.5,53501,2005-05-10.9,J2000,1.0000,,0.005,142.26,9.26,84.45,,,,2453501.49,2005-05-10.9,,,,,,,,,,,,,,,,,,PAR,,0,2005-05-10,2005-05-10,23,,,,,T,,,,,,,,
1002266,"     C/2005 J7 (SOHO)","2005 J7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453502.6,53502,2005-05-12.1,J2000,1.0000,,0.005,143.58,4.84,82.77,,,,2453502.60,2005-05-12.1,,,,,,,,,,,,,,,,,,PAR,,1,2005-05-10,2005-05-11,43,,,,,T,,,,,,,,
1002267,"     C/2005 J8 (SOHO)","2005 J8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453503.6,53503,2005-05-13.1,J2000,1.0000,,0.005,144.05,4.37,83.71,,,,2453503.62,2005-05-13.1,,,,,,,,,,,,,,,,,,PAR,,0,2005-05-12,2005-05-12,6,,,,,T,,,,,,,,
1002268,"     C/2005 J9 (SOHO)","2005 J9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453505.0,53505,2005-05-14.5,J2000,1.0000,,0.005,143.60,17.07,94.61,,,,2453505.02,2005-05-14.5,,,,,,,,,,,,,,,,,,PAR,,0,2005-05-14,2005-05-14,6,,,,,T,,,,,,,,
1002269,"     C/2005 J10 (SOHO)","2005 J10",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453505.4,53505,2005-05-14.9,J2000,1.0000,,0.005,143.02,9.56,84.60,,,,2453505.44,2005-05-14.9,,,,,,,,,,,,,,,,,,PAR,,0,2005-05-14,2005-05-14,6,,,,,T,,,,,,,,
1002270,"     C/2005 J11 (SOHO)","2005 J11",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453506.1,53506,2005-05-15.6,J2000,1.0000,,0.005,142.69,7.81,84.09,,,,2453506.12,2005-05-15.6,,,,,,,,,,,,,,,,,,PAR,,0,2005-05-15,2005-05-15,10,,,,,T,,,,,,,,
1002271,"     C/2005 J12 (SOHO)","2005 J12",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453506.8,53506,2005-05-16.3,J2000,1.0000,,0.005,142.89,7.95,84.72,,,,2453506.82,2005-05-16.3,,,,,,,,,,,,,,,,,,PAR,,1,2005-05-15,2005-05-16,8,,,,,T,,,,,,,,
1000568,"     C/2005 K1 (Skiff)","2005 K1",Skiff,C,,,0,,,6.9,11.5,12.5,5.,0.03,,,,,,,,,,,,,"JPL 43",2453605.5,53605,2005-08-23.0,J2000,1.0033,-1122,3.693,77.75,106.31,134.94,-0.00,,2.621e-05,2453695.69,2005-11-21.1,,,2.91,1.13e+03,0.784,,6.9e-06,2.3e+00,2.8e-06,1.8e-05,3.4e-05,1.1e-04,7.4e-06,,8.2e-08,6.4e-04,,HYP,"Otto Matic",812,2005-05-16,2007-08-06,616,,,,.6456,,,,,,,,,
1000569,"     C/2005 K2 (LINEAR)","2005 K2",LINEAR,C,,,0,,,17.8,,10.,,,,,,,,,,,,,,,"JPL 14",2453510.5,53510,2005-05-20.0,J2000,1.0000,8.778e+04,0.545,102.05,45.71,216.58,360.00,175554.31,3.79e-08,2453556.89,2005-07-05.3,9.5e+09,2.6e+07,0.389,151,0.074,-0.191,1.2e+00,1.8e+10,2.5e-01,9.9e+00,2.2e+01,7.2e+01,5.3e-01,3.5e+10,1.1e-02,2.3e+01,2.8e+15,COM,"Otto Matic",1,2005-05-19,2005-05-20,13,,,,2.3647,,,,,,,,,
1002274,"     C/2005 K4 (SOHO)","2005 K4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453506.9,53506,2005-05-16.3,J2000,1.0000,,0.037,73.25,74.48,56.47,,,,2453506.87,2005-05-16.3,,,,,,,,,,,,,,,,,,PAR,,0,2005-05-16,2005-05-16,12,,,,,T,,,,,,,,
1002275,"     C/2005 K5 (SOHO)","2005 K5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453509.6,53509,2005-05-19.0,J2000,1.0000,,0.005,142.25,9.16,85.10,,,,2453509.59,2005-05-19.0,,,,,,,,,,,,,,,,,,PAR,,0,2005-05-18,2005-05-18,7,,,,,T,,,,,,,,
1002276,"     C/2005 K6 (SOHO)","2005 K6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453511.0,53511,2005-05-20.5,J2000,1.0000,,0.005,143.85,2.00,81.10,,,,2453511.05,2005-05-20.5,,,,,,,,,,,,,,,,,,PAR,,0,2005-05-20,2005-05-20,9,,,,,T,,,,,,,,
1002277,"     C/2005 K7 (SOHO)","2005 K7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453511.5,53511,2005-05-20.9,J2000,1.0000,,0.005,142.00,17.59,93.28,,,,2453511.45,2005-05-20.9,,,,,,,,,,,,,,,,,,PAR,,0,2005-05-20,2005-05-20,8,,,,,T,,,,,,,,
1002278,"     C/2005 K8 (SOHO)","2005 K8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453511.4,53511,2005-05-20.9,J2000,1.0000,,0.005,144.36,6.51,84.12,,,,2453511.42,2005-05-20.9,,,,,,,,,,,,,,,,,,PAR,,0,2005-05-20,2005-05-20,11,,,,,T,,,,,,,,
1002279,"     C/2005 K9 (SOHO)","2005 K9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453518.7,53518,2005-05-28.2,J2000,1.0000,,0.035,73.06,74.47,56.89,,,,2453518.72,2005-05-28.2,,,,,,,,,,,,,,,,,,PAR,,0,2005-05-28,2005-05-28,6,,,,,T,,,,,,,,
1002280,"     C/2005 K10 (SOHO)","2005 K10",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453521.4,53521,2005-05-30.8,J2000,1.0000,,0.005,140.99,15.81,91.60,,,,2453521.38,2005-05-30.8,,,,,,,,,,,,,,,,,,PAR,,0,2005-05-30,2005-05-30,6,,,,,T,,,,,,,,
1000585,"     P/2005 L1 (McNaught)","2005 L1",McNaught,P,,,0,,,10.3,13.2,10.,5.,0.03,,,,,,,,,,,,,"JPL 19",2453554.5,53554,2005-07-03.0,J2000,0.2092,3.974,3.143,7.74,138.33,149.56,339.71,4.81,0.1244,2453717.59,2005-12-13.0,2.89e+03,7.92,2.13,829,0.532,3,1.5e-05,8.6e-05,8.4e-06,8.1e-05,9.7e-04,3.6e-03,1.6e-03,1.0e-04,4.0e-06,1.7e-02,9.3e-02,ETc,"Otto Matic",352,2005-05-16,2006-05-03,257,,,4,.53751,,,,,,,,,
1000586,"     C/2005 L2 (McNaught)","2005 L2",McNaught,C,,,0,,,14.4,,4.5,,,,,,,,,,,,,,,"JPL 11",2453616.5,53616,2005-09-03.0,J2000,1.0000,1.554e+05,3.194,152.76,155.87,294.24,0.00,310703.35,1.61e-08,2453566.02,2005-07-14.5,2.24e+10,6.12e+07,2.31,900,0.408,-1.97,2.8e-05,2.1e+05,1.8e-05,9.0e-05,1.6e-04,8.1e-04,1.7e-06,4.3e+05,3.3e-08,3.2e-03,4.6e+10,COM,"Otto Matic",290,2005-06-02,2006-03-19,54,,,,.67099,,,,,,,,,
1000587,"     C/2005 L3 (McNaught)","2005 L3",McNaught,C,,,0,,,8.4,,4.5,,,,,,,,,,,,,,,"JPL 218",2454729.5,54729,2008-09-20.0,J2000,0.9996,1.353e+04,5.594,139.45,288.74,47.13,0.00,27057.82,6.261e-07,2454481.85,2008-01-16.3,5.75e+08,1.57e+06,4.71,1.83e+03,1.2,-2.23,1.5e-06,4.8e+01,1.0e-06,4.9e-06,1.0e-05,2.0e-05,8.2e-07,9.6e+01,3.3e-09,2.0e-04,3.0e+06,COM,"Otto Matic",3464,2004-07-16,2014-01-09,5219,,,,.60144,,,,,,,,,
1002281,"     C/2005 L5 (SOHO)","2005 L5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453523.5,53523,2005-06-01.9,J2000,1.0000,,0.005,142.27,18.49,93.94,,,,2453523.47,2005-06-01.9,,,,,,,,,,,,,,,,,,PAR,,0,2005-06-01,2005-06-01,6,,,,,T,,,,,,,,
1002282,"     C/2005 L6 (SOHO)","2005 L6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453527.7,53527,2005-06-06.1,J2000,1.0000,,0.005,146.03,330.17,53.94,,,,2453527.66,2005-06-06.1,,,,,,,,,,,,,,,,,,PAR,,0,2005-06-05,2005-06-05,5,,,,,T,,,,,,,,
1002283,"     C/2005 L7 (SOHO)","2005 L7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453528.9,53528,2005-06-07.3,J2000,1.0000,,0.005,144.13,358.74,78.82,,,,2453528.87,2005-06-07.3,,,,,,,,,,,,,,,,,,PAR,,2,2005-06-05,2005-06-07,61,,,,,T,,,,,,,,
1002284,"     C/2005 L8 (SOHO)","2005 L8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453528.0,53528,2005-06-06.5,J2000,1.0000,,0.005,135.79,29.42,100.11,,,,2453528.03,2005-06-06.5,,,,,,,,,,,,,,,,,,PAR,,0,2005-06-06,2005-06-06,12,,,,,T,,,,,,,,
1002285,"     C/2005 L9 (SOHO)","2005 L9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453528.9,53528,2005-06-07.4,J2000,1.0000,,0.004,143.74,3.08,82.43,,,,2453528.91,2005-06-07.4,,,,,,,,,,,,,,,,,,PAR,,1,2005-06-06,2005-06-07,22,,,,,T,,,,,,,,
1002286,"     C/2005 L10 (SOHO)","2005 L10",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453531.5,53531,2005-06-10.0,J2000,1.0000,,0.007,128.30,40.68,107.42,,,,2453531.53,2005-06-10.0,,,,,,,,,,,,,,,,,,PAR,,0,2005-06-09,2005-06-09,18,,,,,T,,,,,,,,
1002287,"     C/2005 L11 (SOHO)","2005 L11",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453532.1,53532,2005-06-10.5,J2000,1.0000,,0.005,143.83,3.97,83.24,,,,2453532.08,2005-06-10.5,,,,,,,,,,,,,,,,,,PAR,,1,2005-06-09,2005-06-10,54,,,,,T,,,,,,,,
1002288,"     C/2005 L12 (SOHO)","2005 L12",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453534.2,53534,2005-06-12.6,J2000,1.0000,,0.004,144.65,354.57,75.87,,,,2453534.19,2005-06-12.6,,,,,,,,,,,,,,,,,,PAR,,0,2005-06-12,2005-06-12,33,,,,,T,,,,,,,,
1002289,"     C/2005 L13 (SOHO)","2005 L13",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2453534.0,53533,2005-06-12.4,J2000,1.0000,,0.007,138.48,334.50,59.31,,,,2453533.99,2005-06-12.4,,,,,,,,,,,,,,,,,,PAR,,0,2005-06-12,2005-06-12,12,,,,,T,,,,,,,,
